type,message
1,The most awaited [MISC] concert of [DATE] [DATE] organized by the [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] - O COME ALL YE FAITHFUL in aid of those affected by the [DATE] tragedy . Be there on [DATE] [DATE] [DATE] [DATE] at BMICH from [TIME] on wards . Get your tickets [DATE] to support a cause on [URL]
3,[MISC] [MISC] [MISC] To [NUMBER] was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION]
1,"You do n't fight . You run from it . "" [TITLE] : Dark Fate "" runs into theatres from [DATE] [DATE] . Reserve your seat [DATE] https://www.scopecinemas.com/"
2,"Dear Customer , thank you for your reload of Rs [NUMBER] . Your reward of 10D2D [DURATION] , valid for 3days has been added to your account"
3,You sent [ORGANIZATION] [NUMBER] from 2222XXXX03 to 2222XXXX40
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000028946 - [ORGANIZATION] [ORGANIZATION]
1,Here ’s the [NUMBER] stop solution that you ’ve been waiting for ! Pay off all your credit card bills from almost every bank with absolutely no hassle . Try it out [DATE] & enjoy banking convenience like never experienced before . See available credit cards via [URL] * StopAd ? SMS BL FriMi to [NUMBER] *
1,"[PERSON] [PERSON] , [NUMBER] pera Obe durakathnayata Rs. [NUMBER] ekawara reload kara dina 3k walangu winadi 10ka D2D deshiya katha kalayak NOMILE labaganna . [ORGANIZATION] ."
4,< # > Use [NUMBER] as your password for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . Laz + nxCarLW
1,Free Workshop on Fashion Designing on [DATE] [DATE] [DATE] from [NUMBER] am onwards at [TITLE] [PERSON] [PERSON] . Call [NUMBER] for more information .
1,Rs25 [NUMBER] k mudalin dinaganna.MyTV wetha piwisa Obage priyathama music video naraba me awasthawa uda karaganna.Danma [PERSON] TV subscribe karanna [URL]
1,"Watch Suseema Movie anywhere , anytime via the ViU app . Click [URL] to watch the movie or download the ViU app . Movie Duration : [DURATION] [DURATION] [DURATION] [DURATION] T&C apply"
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000032905 - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000029738 - [ORGANIZATION] [ORGANIZATION]
1,"Hey FriMian , you can [DATE] top-up your FriMi with up to Rs. [NUMBER] per transaction using your other bank accounts added to FriMi . Stay indoors , stay safe & manage all your money from [NUMBER] place . See how to top-up - [URL] * StopAd ? SMS BL FriMi to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000026712 - [ORGANIZATION] [ORGANIZATION]
1,"Hello Nexus Member , [PERCENT] [PERCENT] off on [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] , [PERCENT] [PERCENT] off on Little Lion Choc.Sponge Roll 200g , [PERCENT] [PERCENT] off on EH I/C Double Delight Choco + Vanila 1L & [PERCENT] [PERCENT] off on [ORGANIZATION] [ORGANIZATION] Sausages S/Less 500g . Offers valid until 05/Mar/2020 at any [PERSON] store . T&C Apply . * StopAd ? SMS BL KeellsPromo to [NUMBER] *"
1,"Dialog Mega Wasana ! Rs. 95ka obe reload ekata adala dinum anka wanne [NUMBER] , [NUMBER] , ( B ) . Dinum adeema eelanga Senasurada [NUMBER] pm [ORGANIZATION] osse . Wedi wisthara [MONEY] [MONEY] [MONEY]"
1,Enjoy a [PERCENT] [PERCENT] DISCOUNT on the [ORDINAL] Rs. [NUMBER] of your total bill at [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] valid only for your FriMi debit card on the [ORDINAL] & [DATE] [DATE] [DATE] . T&C apply [URL] * StopAd ? SMS BL FriMi to [NUMBER] *
1,Enjoy 50LKR OFF on your next [NUMBER] rides till [DATE] [DATE] . Use Promo code LPP89 / click [URL] and get going ! Max [NUMBER] rides [SET] . T&C Apply .
1,Enjoy [PERCENT] [PERCENT] OFF @ Hi Life - Thalangama & [LOCATION] with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [NUMBER] [DATE] [DATE] [DATE] [DATE] . T&C Apply .
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 29Feb [DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 29Feb-Sampath Bank
4,Your transaction OTP is [NUMBER]
1,"Dear customer , please note that the Pizza Hut family will be taking a break [DATE] [DATE] [DATE] [DATE] [DATE] ( [DATE] ) . We apologize for any inconvenience caused . * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for Hike in upper di - [ORGANIZATION] [ORGANIZATION]
3,You sent [ORGANIZATION] [NUMBER] from 2222XXXX03 to 2222XXXX19
2,Please be informed that Rs. [NUMBER] / - has been recovered from your Reload loan balance . Remaining loan balance of Rs. [NUMBER] will be recovered from your next reload ( s ) .
1,"Go Domino 's ! Get [PERCENT] [PERCENT] off with every Domino 's Large Pizza ordered . Valid for Delivery , Dine-In and Take Away . It 's a limited time offer so Call [DATE] to order [DATE] with a worry-free DELIVERY GUARANTEE ! * T&C Apply . * SMS NO Domino 's to [NUMBER]"
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for POS/REV SET UBER - [ORGANIZATION] [ORGANIZATION]
2,"Obage ginumata [NUMBER] [STATE_OR_PROVINCE] Anytime Data barawee atha . Data ek dinak pamanak walanguwe . Browse kireemata patan ganna ! T&C If you wish to deactivate promotional SMS , Type "" PROMO OFF "" and SMS to [NUMBER]"
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
1,"[DATE] Vibes with Pizza Hut ! Enjoy [NUMBER] Large MAYO Pizzas with creamy MAYONNAISE for Rs2500 & save up to Rs1300 ! Valid only [DATE] ( [DATE] [DATE] [DATE] ) , on Classic & Signature ranges ( excluding [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] ) . Visit us or call [NUMBER] ! T&C apply . * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
1,"Pizza Hut introduces [NUMBER] Festive New Pizzas to Celebrate the Season ! [COUNTRY] BACON WITH CRANBERRY SAUCE and PRAWN WITH CHICKEN BACON & JALAPENO . Starting at Rs590 . T&C apply . Visit us , Call [NUMBER] or Click [URL] to order ! [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] with You this Season . * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for POS/REV SET UBER - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000029294 - [ORGANIZATION] [ORGANIZATION]
1,Enjoy up to [PERCENT] [PERCENT] OFF + up to 24M [PERCENT] [PERCENT] payment plans on selected jewellery @ [PERSON] [PERSON] Jewellers with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] from [DATE] [DATE] [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / MaHJ40
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 22Jul-Sampath Bank
4,G-271901 is your [ORGANIZATION] verification code .
2,"Dear Customer , you earned [NUMBER] points on [DATE] for your usage of [ORGANIZATION] [ORGANIZATION] services from [DATE] [DATE] [DATE]"
3,[MISC] [MISC] [MISC] To [NUMBER] was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
2,Your Account Balance is low . Visit [URL] to Reload or Dial [MONEY] [MONEY] [MONEY] to get a loan
1,[PERSON] [PERSON] [PERSON] [PERSON] dinum adeeme obe anka wanne : [DATE] [DATE] [DATE] [DATE] [DATE] J.Ada ra [NUMBER] ta Derana [NUMBER] ta [ORGANIZATION] osse jayagrahi anka balanna .
1,"[PERSON] [PERSON] , Rs. [NUMBER] kin obe Dialog jangama durakathanaya recharge kara miniththu [NUMBER] ka D2D amathum dina 3sadaha nomile laba ganna . [NUMBER] thek walanguwe ."
1,"Calling all witches , wizards , ghosts and vampires ! [DATE] [DATE] , it 's about to get a whole lot spookier at Scope . Dress up and visit us being your spookiest , scariest and goriest selves in costumes for a [TIME] full of fun & treats and stand a chance to win ! Come on down to Scope Cinemas at [CITY] [LOCATION] [LOCATION] , [DATE] [DATE] [DATE] [DATE] [DATE] [DATE] [DATE] between [TIME] [TIME] - [DATE] [TIME] It 's time to get Spooky !"
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for CDK ? - [ORGANIZATION] [ORGANIZATION]
1,"Dear Customer , get10D2D [DURATION] totally FREE for [DURATION] [DURATION] by recharging Rs. [NUMBER] . Recharge [DATE] to enjoy the best from Dialog . Offer valid till [NUMBER] . T&C"
1,Here 's 50LKR OFF on [NUMBER] rides till [DATE] [DATE] . Use Promo code LPP83 / click [URL] and get going ! Max [NUMBER] rides [SET] . T&C Apply .
1,Wan na earn Rs. [NUMBER] with FriMi ? Simply refer FriMi to your non FriMi friends & share the FriMi IDs of the referred friends via [URL] . T&C Apply . * StopAd ? SMS BL FriMi to [NUMBER] *
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for POS/REV SET GOOG - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000026932 [DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
1,"Dear Customer , get [NUMBER] D2D [DURATION] totally FREE for [DURATION] [DURATION] by recharging Rs. [NUMBER] . Recharge [DATE] to enjoy the best from Dialog . Offer valid till [NUMBER] . T&C"
1,Time to settle your Credit card bills ? Pay your Credit card bills issued by selected other banks with FriMi - it is fast & free . Checkout the available credit cards via [URL] * StopAd ? SMS BL FriMi to [NUMBER] *
1,"Treat your loved [NUMBER] on [MISC] [MISC] [DURATION] with Domino 's Combo for [NUMBER] ! Get a Medium Pizza , [NUMBER] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] and [NUMBER] [ORGANIZATION] [ORGANIZATION] for just Rs. [NUMBER] only . Call [DATE] to order [DATE] with a [DURATION] [DURATION] DELIVERY GUARANTEE ! * T&C Apply . * SMS NO Domino 's to [NUMBER]"
4,Your transaction OTP is [NUMBER]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for akila - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 28Jul-Sampath Bank
1,"Hey FriMian , simply refer FriMi to your non FriMi friends & family via [URL] & earn Rs. [NUMBER] per successful referral . T&C Apply . * StopAd ? SMS BL FriMi to [NUMBER] *"
1,"To watch [PERSON] with sinhala subtitle on ViU or to download the ViU app , click [URL] T&C apply"
1,"Enjoy up to [PERCENT] [PERCENT] Discounts with 12M , 24M & 40M [PERCENT] [PERCENT] plans @ [TITLE] [MISC] [MISC] [MISC] [MISC] [MISC] , BMICH with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [ORDINAL] , [ORDINAL] & [DATE] [DATE] [DATE] . T&C Apply.Visit bit.ly / LifeStyle40M"
2,"Dear [PERSON] [PERSON] , Your order [MONEY] [MONEY] has been placed . We will inform you when your order is on its way to you . Your Daraz team ."
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 25Sep-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 20Sep-Sampath Bank
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 26Feb-Sampath Bank
1,"Enjoy [PERCENT] [PERCENT] OFF @ Glory Swim Shop & [PERCENT] [PERCENT] OFF @ The [MISC] [MISC] , Boutique at [LOCATION] [LOCATION] and Mags-Pelawatte with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [DATE] [DATE] & [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / Tisthecard"
1,Special Offer from Domino 's [CITY] ! Enjoy an [MISC] [MISC] [DURATION] [MISC] [MISC] [MISC] [MISC] starting from [HANDLE] [NUMBER] each / - Call to order [DATE] or Visit Us . T&C apply * SMS NO Domino 's to [NUMBER]
1,"[PERSON] [PERSON] , danma Rs. [NUMBER] recharge kara D2D winadi [NUMBER] dina [NUMBER] pura nomile labaganna . [NUMBER] thek walanguwe . T&C If you wish to deactivate promotional SMS , Type "" PROMO OFF "" and SMS to [NUMBER]"
1,Dialog roaming rates are [DATE] upto [PERCENT] [PERCENT] lower!Enjoy the lowest rates to call [COUNTRY] [COUNTRY] during your overseas stay . Visit [URL] for more info . T&C
1,[PERSON] [PERSON] [PERSON] [PERSON] dinum adeeme obe anka wanne : [DATE] [DATE] [DATE] [DATE] . Ada ra [NUMBER] ta Derana [NUMBER] ta [ORGANIZATION] osse jayagrahi anka balanna .
1,Get 50LKR OFF on your next [NUMBER] rides . Code : LPP42 or [URL] Valid for [NUMBER] rides [DURATION] [DURATION] till [DATE] [DATE] . Not valid for budget & buddy . T&C Apply .
1,Grab 50LKR OFF on your next [NUMBER] rides till [DATE] [DATE] . Use Promo code LPP85 / click [URL] and get going ! Max [NUMBER] rides [SET] . T&C Apply .
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for CEFTLV-01-205000 - [ORGANIZATION] [ORGANIZATION]
2,You have arrived at your destination . Your fare is [NUMBER] LKR for Trip [STATE_OR_PROVINCE] [NUMBER] . Thank you for traveling with PickMe and do take care till next time !
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000025982 [DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
1,Only a few more [DURATION] to go ! Enjoy [PERCENT] [PERCENT] CASHBACK on the [ORDINAL] Rs. [NUMBER] of your total movie ticket value booked via lk.bookmyshow.com/colombo . Valid till [DATE] [DATE] [DATE] [DATE] [DATE] . T&C Apply [URL] * StopAd ? SMS BL FriMi to [NUMBER] *
1,"[ORGANIZATION] [ORGANIZATION] [ORGANIZATION] is closely monitoring the [MISC] outbreak . It is recommended to avoid going to crowded places . For any Dialog related services please use the MyDialog app , [URL] or WhatsApp us on [NUMBER] . For cash payment related transactions use our dedicated payment Kiosks for reloads , bill payments and eZ [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] . Stay Safe !"
2,additional usage.Visit [URL] to activate a new Data pack
1,"[NUMBER] [NUMBER] [NUMBER] [NUMBER] [NUMBER] න [NUMBER] [NUMBER] ‘ මිස - [NUMBER] රීලෝඩ ’ සේවාව ! ඔබ සම පත [NUMBER] [NUMBER] [NUMBER] නම , [NUMBER] ට මිස ඩ [NUMBER] [NUMBER] [NUMBER] , [NUMBER] [NUMBER] පත [NUMBER] [NUMBER] රු [NUMBER] [NUMBER] [NUMBER] රු [NUMBER] [NUMBER] වා [NUMBER] , [NUMBER] [NUMBER] [NUMBER] [NUMBER] න.T & C"
1,"[PERSON] [PERSON] , danma Rs. [NUMBER] recharge kara D2D winadi [NUMBER] dina [NUMBER] pura nomile labaganna . [NUMBER] thek walanguwe . T&C"
1,Enjoy [PERCENT] [PERCENT] OFF on your Utility Bill Payments for [DURATION] [DURATION] by registering to pay your bills via [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] for SAMPATH Credit Cards . Valid for registrations made till [DATE] [DATE] [DATE] . T&C Apply . Visit bit.ly / sabspromo
1,[PERSON] [PERSON] [PERSON] [PERSON] dinum adeeme obe anka wanne : [DATE] [DATE] [DATE] [DATE] . Ada ra [NUMBER] ta Derana [NUMBER] ta [ORGANIZATION] osse jayagrahi anka balanna .
1,"Enjoy [PERCENT] [PERCENT] OFF @ [LOCATION] , [ORGANIZATION] , [PERSON] ’s , [PERSON] [PERSON] , Mango , [PERSON] , Fossil , [ORGANIZATION] [ORGANIZATION] , [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] , [ORGANIZATION] , Splash & Luxe Bags with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] on [NUMBER] & [DATE] [DATE] [DATE] . Valid only up to a max bill of Rs. [NUMBER] / - . T&C Apply ."
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000032280 - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for udara . diyaluma - [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA [DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000030546 - [ORGANIZATION] [ORGANIZATION]
1,Here 's 50LKR OFF on [NUMBER] rides till [DATE] [DATE] . Use Promo code DC29 or click [URL] Max [NUMBER] rides [SET] . Not valid for budget & buddy . T&C Apply .
1,Aarakshaka amathyangshaya vethin jathika arakshawa sabendhi pravurthi denumdeema sandaha nawa SMS sevavak aramba kara etha . Vedi visthara : [URL]
2,[NUMBER] [STATE_OR_PROVINCE] remaining on your Data Add-on Pack quota . Visit [URL] to activate another Data Add-On Pack
1,"[ORGANIZATION] [NUMBER] Lotteries are [DATE] available for purchase through eZ Cash , and you get your [ORDINAL] Govi Setha Lottery for FREE ! Simply visit [NUMBER] . lk to purchase . T&C apply * StopAd ? Type BL eZCashPromo & SMS to [NUMBER] *"
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000030834 [DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
2,[NUMBER] [STATE_OR_PROVINCE] remaining from NIGHT-TIME quota of your [DATE] data pack . Check your data balance using the MyDialog app . You will be charged per [STATE_OR_PROVINCE] + tax for additional
1,"Successful in your A/L 's or NOT , join our Foundation program in Business Mgt or Acc & Finance which leads to the Degree program offered by the HIGHEST RANKED [ORGANIZATION] [ORGANIZATION] in SL . For Scholarships , call us on [NUMBER] / [NUMBER] or walk-in to [ORGANIZATION] [ORGANIZATION] @ [MONEY] [MONEY] , [PERSON] [PERSON] , Col [NUMBER] * StopAd ? SMS BL BIBM to [NUMBER] *"
2,Congratulations ! You have received BONUS TALK TIME of Rs. [NUMBER] for the recent recharge of Rs. [NUMBER] on [DATE] . You may utilize the [MISC] [MISC] [MISC] within [DURATION] [DURATION]
2,"Hey FriMian , a system update will be carried out on [DATE] [DATE] [DATE] from [TIME] [TIME] to [TIME] [TIME] SL time & FriMi transactions will be temporarily disrupted during this period . Regret any inconvenience caused . * StopAd ? SMS BL FriMi to [NUMBER] *"
4,Your transaction OTP is [NUMBER]
1,Grab [PERCENT] [PERCENT] OFF up to 100LKR on your next [NUMBER] rides till [DATE] [DATE] . Use Promo code LPP100 and get going ! T&C Apply .
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 07Jan-Sampath Bank
1,"This Season , savour [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] ! Succulent prawns with pieces of chicken bacon , accompanied with [DATE] onion , green [COUNTRY] and jalapeno , layered with mozzarella cheese . Starting at Rs590 . T&C apply . Visit Pizza Hut or call [NUMBER] * StopAd ? SMS BL Pizza Hut to [NUMBER] *"
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for CEFTLV-01-205000 - [ORGANIZATION] [ORGANIZATION]
1,Reload your Dialog [TITLE] via your eZ Cash wallet and get a [PERCENT] [PERCENT] bonus ! Valid till [DATE] [DATE] [DATE] . T&C : [URL]
1,"[PERSON] wenuwenma wishesha Data deemanawak ! [PERSON] ek dinak sandaha walangu wana [NUMBER] [STATE_OR_PROVINCE] Anytime Data dan labee atha . Mema deemanawa eelanga dina [NUMBER] sandaha pawathina athara , obata dinapatha [NUMBER] [STATE_OR_PROVINCE] himiwe . Danma browse karanna patan ganna . T & . If you wish to deactivate promotional SMS , Type "" PROMO OFF "" and SMS to [NUMBER]"
1,Study your [NATIONALITY] LLB ( Hons ) Law Degree right here @ SLIIT . A Qualifying Law Degree ( QLD ) paving way to a successful legal career locally and globally . Commencing on [DATE] [DATE] [DATE] . Scholarship schemes available . Call : [NUMBER] Visit : bit.ly / SLIIT-LLB for more details . T&C Apply * StopAd ? SMS BL SLIIT to [NUMBER] *
1,Experience a musical [TIME] at “ Aadara Sadawa ” on [DATE] [DATE] [DATE] from [NUMBER] PM onwards at BMICH . Click [URL] to book tickets [DATE] or dial [NUMBER] .
3,[MISC] [MISC] [MISC] To [NUMBER] was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
3,CEFTS was performed on your FriMi [STATE_OR_PROVINCE] [DATE] [NUMBER] [NUMBER] for LKR [NUMBER]
1,only ) . Valid for [DURATION] [DURATION]
2,You have received Rs. [NUMBER] Bonus . Use it before ( [DATE] )
3,[DURATION] A/c ** [DATE] debited Rs. [NUMBER] for SVR-000000026229 [DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for TFR-VISHWA - [ORGANIZATION] [ORGANIZATION]
2,Thank you for using BookMyShow . Your ticket ( s ) have been collected for booking id - PICS00QA1WQ6AE quantity - [NUMBER] seat ( s ) ( West Grass Embankment ( [NUMBER] ) : [NUMBER] ticket ( s ) ) for [COUNTRY] [COUNTRY] tour of [COUNTRY] [COUNTRY] [DATE] - [ORDINAL] T20I . Total Amount - Rs [NUMBER] on [DATE] [DATE] [DATE] [TIME] [TIME] [TIME]
3,[DURATION] A/c ** [NUMBER] credited Rs. [NUMBER] for Podi sahan - [ORGANIZATION] [ORGANIZATION]
1,"[PERSON] [PERSON] , 18/09/19ta pera Obe durakathnayata Rs. [NUMBER] ekawara reload kara dina 3k walangu winadi 20ka D2D deshiya katha kalayak NOMILE labaganna . [ORGANIZATION] ."
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] for SVR-000000030716 - [ORGANIZATION] [ORGANIZATION]
4,Please use [DATE] as your Mega Run verification code .
3,[DURATION] A/c ** [NUMBER] debited Rs. [NUMBER] via POS 24Aug-Sampath Bank
